sale_date,product_name,product_category,product_description,sale_channel,production_cost,sale_price
9/10/2024,Ethiopian Excellence,Robusta,Light and crisp with a citrus twist,whatsapp,128.39,146.94
13/10/2024,Espresso Elegance,Robusta,Bright and fruity with floral notes,in-store,126.52,104.47
12/1/2024,Sumatra Sunrise,Catimor,Rich and bold with hints of chocolate,whatsapp,132.25,52.34
3/6/2024,Dark Roast Delight,Arabica,Rich and bold with hints of chocolate,in-store,48.3,209.82
25/1/2024,Brazilian Beauty,Catimor,Rich and bold with hints of chocolate,instagram,102.79,56.67
1/6/2024,Dark Roast Delight,Liberica,Dark roast with a smoky undertone,web-site,60.4,201.59
13/11/2024,Jamaican Java Joy,Liberica,Dark roast with a smoky undertone,instagram,47.6,135.75
25/5/2024,Guatemalan Gold,Catimor,Rich and bold with hints of chocolate,whatsapp,106.83,88.43
11/5/2024,Ethiopian Excellence,Arabica,Light and crisp with a citrus twist,instagram,49.27,154.59
1/1/2024,Sumatra Sunrise,Catimor,Light and crisp with a citrus twist,web-site,95.79,198.43
2/1/2024,French Vanilla Fantasy,Robusta,Dark roast with a smoky undertone,in-store,86.18,160.7
29/7/2024,Guatemalan Gold,Excelsa,Smooth and nutty with a caramel finish,whatsapp,96.69,134.9
4/4/2024,Costa Rican Classic,Liberica,Dark roast with a smoky undertone,web-site,52.4,38.22
8/5/2024,Hazelnut Heaven,Liberica,Smooth and nutty with a caramel finish,instagram,23.24,173.3
28/12/2024,Morning Blend Magic,Liberica,Bright and fruity with floral notes,instagram,139.61,97.12
5/10/2024,Dark Roast Delight,Arabica,Smooth and nutty with a caramel finish,instagram,109.5,210.63
7/9/2024,Costa Rican Classic,Liberica,Bright and fruity with floral notes,web-site,139.3,47.67
22/11/2024,Peruvian Perfection,Liberica,Smooth and nutty with a caramel finish,web-site,71.68,75.4
11/9/2024,Costa Rican Classic,Robusta,Rich and bold with hints of chocolate,in-store,56.9,190.88
25/8/2024,Mocha Madness,Catimor,Light and crisp with a citrus twist,web-site,75.32,194.04
18/5/2024,Sumatra Sunrise,Catimor,Bright and fruity with floral notes,in-store,126.72,29.12
7/8/2024,Ethiopian Excellence,Excelsa,Bright and fruity with floral notes,whatsapp,101.62,136.19
23/1/2024,Caramel Creme Dream,Arabica,Light and crisp with a citrus twist,in-store,69.02,154.76
5/2/2024,Mocha Madness,Arabica,Smooth and nutty with a caramel finish,in-store,149.83,31.29
10/7/2024,Guatemalan Gold,Catimor,Bright and fruity with floral notes,instagram,133.37,72.84
27/6/2024,Jamaican Java Joy,Excelsa,Rich and bold with hints of chocolate,whatsapp,23.83,118.93
17/9/2024,Guatemalan Gold,Excelsa,Dark roast with a smoky undertone,whatsapp,112.09,79.58
5/5/2024,Caramel Creme Dream,Catimor,Bright and fruity with floral notes,whatsapp,82.64,106.0
8/9/2024,Mocha Madness,Excelsa,Dark roast with a smoky undertone,in-store,66.3,94.34
8/10/2024,French Vanilla Fantasy,Robusta,Smooth and nutty with a caramel finish,whatsapp,120.12,38.98
8/6/2024,Sumatra Sunrise,Arabica,Dark roast with a smoky undertone,in-store,126.54,187.8
21/12/2024,Peruvian Perfection,Arabica,Smooth and nutty with a caramel finish,instagram,41.23,93.76
3/8/2024,Hazelnut Heaven,Catimor,Dark roast with a smoky undertone,in-store,104.49,64.63
10/1/2024,Brazilian Beauty,Catimor,Smooth and nutty with a caramel finish,in-store,39.77,40.46
2/5/2024,Sumatra Sunrise,Arabica,Light and crisp with a citrus twist,whatsapp,96.62,155.76
10/7/2024,Dark Roast Delight,Arabica,Bright and fruity with floral notes,instagram,34.57,116.04
10/7/2024,French Vanilla Fantasy,Arabica,Rich and bold with hints of chocolate,instagram,22.96,98.63
24/1/2024,Jamaican Java Joy,Arabica,Dark roast with a smoky undertone,instagram,68.93,157.32
21/4/2024,Mocha Madness,Excelsa,Dark roast with a smoky undertone,in-store,48.38,58.66
9/9/2024,French Vanilla Fantasy,Robusta,Dark roast with a smoky undertone,instagram,30.78,64.95
2/7/2024,Dark Roast Delight,Robusta,Light and crisp with a citrus twist,in-store,132.86,52.81
25/5/2024,Guatemalan Gold,Catimor,Bright and fruity with floral notes,web-site,143.32,160.44
5/1/2024,Brazilian Beauty,Arabica,Smooth and nutty with a caramel finish,instagram,120.36,88.57
10/11/2024,Mocha Madness,Robusta,Rich and bold with hints of chocolate,in-store,37.75,146.37
12/4/2024,Sumatra Sunrise,Robusta,Light and crisp with a citrus twist,in-store,63.16,83.04
1/5/2024,Jamaican Java Joy,Excelsa,Dark roast with a smoky undertone,in-store,84.48,125.26
17/10/2024,Colombian Comfort,Catimor,Dark roast with a smoky undertone,web-site,42.57,95.39
15/9/2024,Brazilian Beauty,Robusta,Dark roast with a smoky undertone,in-store,69.34,48.84
8/11/2024,French Vanilla Fantasy,Catimor,Rich and bold with hints of chocolate,whatsapp,62.73,182.54
18/7/2024,Brazilian Beauty,Arabica,Rich and bold with hints of chocolate,web-site,147.48,50.26
19/10/2024,Brazilian Beauty,Excelsa,Light and crisp with a citrus twist,whatsapp,138.73,57.93
2/10/2024,Morning Blend Magic,Excelsa,Dark roast with a smoky undertone,instagram,21.43,184.07
14/2/2024,Caramel Creme Dream,Excelsa,Smooth and nutty with a caramel finish,in-store,82.92,67.01
22/3/2024,Peruvian Perfection,Catimor,Dark roast with a smoky undertone,whatsapp,95.1,106.42
5/10/2024,Peruvian Perfection,Catimor,Smooth and nutty with a caramel finish,instagram,43.47,43.43
19/9/2024,Dark Roast Delight,Robusta,Light and crisp with a citrus twist,web-site,129.89,84.32
21/7/2024,Guatemalan Gold,Arabica,Dark roast with a smoky undertone,whatsapp,26.15,114.83
16/1/2024,Hazelnut Heaven,Catimor,Smooth and nutty with a caramel finish,web-site,47.73,112.95
24/4/2024,Colombian Comfort,Robusta,Rich and bold with hints of chocolate,web-site,55.91,163.45
25/11/2024,Sumatra Sunrise,Liberica,Smooth and nutty with a caramel finish,instagram,107.25,130.89
12/9/2024,Colombian Comfort,Excelsa,Light and crisp with a citrus twist,instagram,146.26,128.26
24/4/2024,Colombian Comfort,Catimor,Light and crisp with a citrus twist,in-store,33.4,50.46
11/8/2024,Peruvian Perfection,Catimor,Rich and bold with hints of chocolate,web-site,78.96,102.4
24/2/2024,Dark Roast Delight,Catimor,Smooth and nutty with a caramel finish,instagram,88.23,30.12
16/2/2024,Morning Blend Magic,Excelsa,Bright and fruity with floral notes,instagram,92.02,31.03
8/4/2024,Peruvian Perfection,Robusta,Smooth and nutty with a caramel finish,whatsapp,29.75,80.03
10/12/2024,Caramel Creme Dream,Robusta,Bright and fruity with floral notes,in-store,125.76,173.33
24/11/2024,Caramel Creme Dream,Liberica,Dark roast with a smoky undertone,in-store,64.39,124.93
1/6/2024,Ethiopian Excellence,Robusta,Rich and bold with hints of chocolate,whatsapp,33.76,168.54
8/11/2024,Brazilian Beauty,Excelsa,Rich and bold with hints of chocolate,in-store,92.87,77.47
6/7/2024,Colombian Comfort,Robusta,Smooth and nutty with a caramel finish,in-store,102.47,63.33
12/10/2024,Brazilian Beauty,Excelsa,Rich and bold with hints of chocolate,web-site,75.22,38.31
7/10/2024,Mocha Madness,Excelsa,Dark roast with a smoky undertone,web-site,25.38,41.33
14/7/2024,Colombian Comfort,Catimor,Smooth and nutty with a caramel finish,web-site,148.04,56.61
3/12/2024,Morning Blend Magic,Excelsa,Bright and fruity with floral notes,web-site,89.97,138.42
3/4/2024,Ethiopian Excellence,Robusta,Dark roast with a smoky undertone,whatsapp,62.32,147.83
9/5/2024,Guatemalan Gold,Robusta,Light and crisp with a citrus twist,web-site,101.2,34.35
7/7/2024,Caramel Creme Dream,Liberica,Smooth and nutty with a caramel finish,in-store,128.38,111.9
29/12/2024,Peruvian Perfection,Excelsa,Rich and bold with hints of chocolate,web-site,117.66,56.39
28/11/2024,Morning Blend Magic,Catimor,Bright and fruity with floral notes,in-store,36.08,119.79
22/5/2024,Costa Rican Classic,Robusta,Smooth and nutty with a caramel finish,in-store,115.26,177.31
14/2/2024,Sumatra Sunrise,Liberica,Rich and bold with hints of chocolate,instagram,82.01,140.36
23/3/2024,French Vanilla Fantasy,Catimor,Dark roast with a smoky undertone,instagram,23.89,165.81
14/4/2024,Ethiopian Excellence,Excelsa,Smooth and nutty with a caramel finish,in-store,111.38,210.73
20/11/2024,Costa Rican Classic,Liberica,Dark roast with a smoky undertone,web-site,57.61,178.36
20/8/2024,Peruvian Perfection,Arabica,Light and crisp with a citrus twist,in-store,61.64,70.11
26/6/2024,Mocha Madness,Arabica,Smooth and nutty with a caramel finish,instagram,74.63,54.98
21/3/2024,Caramel Creme Dream,Excelsa,Smooth and nutty with a caramel finish,web-site,104.24,129.56
22/2/2024,Sumatra Sunrise,Arabica,Rich and bold with hints of chocolate,in-store,106.37,139.86
15/5/2024,Ethiopian Excellence,Liberica,Light and crisp with a citrus twist,instagram,127.39,110.43
12/6/2024,Espresso Elegance,Catimor,Smooth and nutty with a caramel finish,in-store,141.26,33.04
19/3/2024,Espresso Elegance,Excelsa,Smooth and nutty with a caramel finish,whatsapp,101.1,104.71
21/4/2024,Hazelnut Heaven,Catimor,Rich and bold with hints of chocolate,web-site,90.91,124.73
10/7/2024,French Vanilla Fantasy,Liberica,Bright and fruity with floral notes,web-site,124.86,92.95
29/3/2024,Costa Rican Classic,Liberica,Bright and fruity with floral notes,instagram,52.86,135.38
29/2/2024,French Vanilla Fantasy,Liberica,Dark roast with a smoky undertone,whatsapp,87.54,124.91
16/3/2024,Caramel Creme Dream,Excelsa,Smooth and nutty with a caramel finish,instagram,76.52,199.41
24/4/2024,Guatemalan Gold,Catimor,Dark roast with a smoky undertone,web-site,81.18,154.19
17/2/2024,Sumatra Sunrise,Arabica,Bright and fruity with floral notes,web-site,97.19,128.32
8/7/2024,Mocha Madness,Catimor,Light and crisp with a citrus twist,instagram,79.79,45.15
17/5/2024,Mocha Madness,Liberica,Smooth and nutty with a caramel finish,in-store,130.78,114.54
21/4/2024,Ethiopian Excellence,Excelsa,Dark roast with a smoky undertone,in-store,32.87,153.08
24/4/2024,Espresso Elegance,Robusta,Rich and bold with hints of chocolate,in-store,53.98,35.91
16/5/2024,Ethiopian Excellence,Liberica,Smooth and nutty with a caramel finish,in-store,110.85,128.46
3/10/2024,Caramel Creme Dream,Liberica,Dark roast with a smoky undertone,whatsapp,51.76,176.19
6/7/2024,Espresso Elegance,Arabica,Dark roast with a smoky undertone,instagram,137.79,138.32
27/3/2024,French Vanilla Fantasy,Catimor,Bright and fruity with floral notes,instagram,70.95,48.37
23/5/2024,Ethiopian Excellence,Liberica,Light and crisp with a citrus twist,instagram,138.21,163.77
14/7/2024,Caramel Creme Dream,Liberica,Smooth and nutty with a caramel finish,in-store,138.2,108.36
26/9/2024,Espresso Elegance,Arabica,Light and crisp with a citrus twist,web-site,89.73,144.26
19/7/2024,Guatemalan Gold,Liberica,Bright and fruity with floral notes,web-site,102.9,53.16
29/2/2024,Hazelnut Heaven,Liberica,Smooth and nutty with a caramel finish,in-store,102.11,63.57
13/12/2024,Costa Rican Classic,Arabica,Dark roast with a smoky undertone,instagram,63.22,87.21
30/1/2024,Brazilian Beauty,Robusta,Dark roast with a smoky undertone,web-site,99.38,43.97
23/4/2024,French Vanilla Fantasy,Arabica,Smooth and nutty with a caramel finish,whatsapp,75.22,108.8
6/9/2024,Colombian Comfort,Robusta,Dark roast with a smoky undertone,instagram,84.9,69.14
25/6/2024,Mocha Madness,Arabica,Smooth and nutty with a caramel finish,whatsapp,126.61,194.5
27/11/2024,Costa Rican Classic,Arabica,Dark roast with a smoky undertone,in-store,77.3,35.43
30/9/2024,Dark Roast Delight,Excelsa,Bright and fruity with floral notes,web-site,110.03,121.58
10/9/2024,Caramel Creme Dream,Robusta,Rich and bold with hints of chocolate,instagram,83.32,64.46
27/1/2024,Sumatra Sunrise,Excelsa,Smooth and nutty with a caramel finish,instagram,72.17,37.48
19/3/2024,Guatemalan Gold,Robusta,Bright and fruity with floral notes,web-site,61.15,173.95
10/10/2024,Dark Roast Delight,Robusta,Rich and bold with hints of chocolate,instagram,109.2,137.63
27/12/2024,Brazilian Beauty,Arabica,Rich and bold with hints of chocolate,instagram,63.73,98.89
2/8/2024,Ethiopian Excellence,Catimor,Light and crisp with a citrus twist,instagram,50.31,88.89
19/9/2024,Jamaican Java Joy,Excelsa,Light and crisp with a citrus twist,instagram,108.2,61.56
4/11/2024,Dark Roast Delight,Liberica,Rich and bold with hints of chocolate,in-store,149.2,161.13
2/5/2024,French Vanilla Fantasy,Arabica,Bright and fruity with floral notes,in-store,69.75,142.78
1/5/2024,Guatemalan Gold,Excelsa,Light and crisp with a citrus twist,instagram,27.64,194.0
7/1/2024,Espresso Elegance,Excelsa,Dark roast with a smoky undertone,whatsapp,84.06,127.07
21/9/2024,Brazilian Beauty,Catimor,Light and crisp with a citrus twist,web-site,67.75,59.78
19/6/2024,Jamaican Java Joy,Catimor,Dark roast with a smoky undertone,in-store,70.53,82.9
13/1/2024,Espresso Elegance,Excelsa,Smooth and nutty with a caramel finish,web-site,34.43,33.91
14/3/2024,Hazelnut Heaven,Catimor,Smooth and nutty with a caramel finish,web-site,82.29,114.45
22/8/2024,Ethiopian Excellence,Excelsa,Dark roast with a smoky undertone,whatsapp,69.99,142.94
20/3/2024,Costa Rican Classic,Catimor,Smooth and nutty with a caramel finish,instagram,40.97,175.59
14/5/2024,Caramel Creme Dream,Excelsa,Dark roast with a smoky undertone,whatsapp,29.88,177.64
14/10/2024,Sumatra Sunrise,Liberica,Smooth and nutty with a caramel finish,whatsapp,38.0,182.77
5/3/2024,Mocha Madness,Robusta,Smooth and nutty with a caramel finish,whatsapp,90.13,157.07
16/4/2024,Morning Blend Magic,Excelsa,Rich and bold with hints of chocolate,in-store,94.03,152.59
8/8/2024,Colombian Comfort,Robusta,Dark roast with a smoky undertone,instagram,118.91,151.99
16/4/2024,Mocha Madness,Excelsa,Smooth and nutty with a caramel finish,in-store,57.23,99.12
27/9/2024,Ethiopian Excellence,Liberica,Dark roast with a smoky undertone,instagram,65.06,122.15
3/6/2024,Peruvian Perfection,Catimor,Dark roast with a smoky undertone,web-site,123.9,61.12
14/4/2024,Dark Roast Delight,Arabica,Rich and bold with hints of chocolate,in-store,30.91,35.52
23/12/2024,Espresso Elegance,Arabica,Light and crisp with a citrus twist,web-site,89.67,90.36
2/10/2024,Peruvian Perfection,Arabica,Bright and fruity with floral notes,in-store,115.85,62.29
7/7/2024,Caramel Creme Dream,Arabica,Light and crisp with a citrus twist,instagram,92.16,165.43
7/12/2024,Peruvian Perfection,Excelsa,Light and crisp with a citrus twist,whatsapp,89.49,189.34
20/8/2024,Ethiopian Excellence,Excelsa,Smooth and nutty with a caramel finish,whatsapp,30.08,167.05
29/8/2024,Brazilian Beauty,Robusta,Dark roast with a smoky undertone,whatsapp,41.01,68.44
22/12/2024,French Vanilla Fantasy,Robusta,Dark roast with a smoky undertone,whatsapp,141.15,51.54
